File Name,File Path,Parent Folder
B7RTn4br3KM.m4a,normal sounds/Music/B7RTn4br3KM.m4a,Music
71qxp5fj9Oc.webm,normal sounds/Female speech/71qxp5fj9Oc.webm,Female speech
71qxp5fj9Oc.webm,normal sounds/Laughter/71qxp5fj9Oc.webm,Laughter
vJjJKOJChBs.webm,normal sounds/Female speech/vJjJKOJChBs.webm,Female speech
vJjJKOJChBs.webm,normal sounds/Breathing/vJjJKOJChBs.webm,Breathing
vJjJKOJChBs.webm,normal sounds/Background noise/vJjJKOJChBs.webm,Background noise
QQzwyoU2EhM.m4a,normal sounds/Female speech/QQzwyoU2EhM.m4a,Female speech
QQzwyoU2EhM.m4a,normal sounds/Surface contact/QQzwyoU2EhM.m4a,Surface contact
QQzwyoU2EhM.m4a,normal sounds/Background noise/QQzwyoU2EhM.m4a,Background noise
Z-PbuOpaq5U.webm,normal sounds/Female speech/Z-PbuOpaq5U.webm,Female speech
Z-PbuOpaq5U.webm,normal sounds/Breathing/Z-PbuOpaq5U.webm,Breathing
Z-PbuOpaq5U.webm,normal sounds/Laughter/Z-PbuOpaq5U.webm,Laughter
Z-PbuOpaq5U.webm,normal sounds/Music/Z-PbuOpaq5U.webm,Music
ENQb4iTUelA.m4a,normal sounds/Female speech/ENQb4iTUelA.m4a,Female speech
ENQb4iTUelA.m4a,normal sounds/Breathing/ENQb4iTUelA.m4a,Breathing
ENQb4iTUelA.m4a,normal sounds/Human voice/ENQb4iTUelA.m4a,Human voice
ENQb4iTUelA.m4a,normal sounds/Laughter/ENQb4iTUelA.m4a,Laughter
wHzco8DAXjU.m4a,normal sounds/Female speech/wHzco8DAXjU.m4a,Female speech
wHzco8DAXjU.m4a,normal sounds/Breathing/wHzco8DAXjU.m4a,Breathing
wHzco8DAXjU.m4a,normal sounds/Background noise/wHzco8DAXjU.m4a,Background noise
RPtewuku1RE.m4a,normal sounds/Female speech/RPtewuku1RE.m4a,Female speech
RPtewuku1RE.m4a,normal sounds/Walk/RPtewuku1RE.m4a,Walk
lD3NN6get0g.m4a,normal sounds/Female speech/lD3NN6get0g.m4a,Female speech
lD3NN6get0g.m4a,normal sounds/Human voice/lD3NN6get0g.m4a,Human voice
08mrHAr9sj8.m4a,normal sounds/Female speech/08mrHAr9sj8.m4a,Female speech
08mrHAr9sj8.m4a,normal sounds/Music/08mrHAr9sj8.m4a,Music
eDgefV8lViM.m4a,normal sounds/Female speech/eDgefV8lViM.m4a,Female speech
eDgefV8lViM.m4a,normal sounds/Breathing/eDgefV8lViM.m4a,Breathing
eDgefV8lViM.m4a,normal sounds/Surface contact/eDgefV8lViM.m4a,Surface contact
eDgefV8lViM.m4a,normal sounds/Background noise/eDgefV8lViM.m4a,Background noise
WQO2IO2cLvk.m4a,normal sounds/Female speech/WQO2IO2cLvk.m4a,Female speech
WQO2IO2cLvk.m4a,normal sounds/Breathing/WQO2IO2cLvk.m4a,Breathing
8vweb4DZr1k.m4a,normal sounds/Female speech/8vweb4DZr1k.m4a,Female speech
8vweb4DZr1k.m4a,normal sounds/Walk/8vweb4DZr1k.m4a,Walk
8vweb4DZr1k.m4a,normal sounds/Surface contact/8vweb4DZr1k.m4a,Surface contact
84dWm3rm504.m4a,normal sounds/Female speech/84dWm3rm504.m4a,Female speech
84dWm3rm504.m4a,normal sounds/Breathing/84dWm3rm504.m4a,Breathing
84dWm3rm504.m4a,normal sounds/Laughter/84dWm3rm504.m4a,Laughter
-NrpfrEGq5w.m4a,normal sounds/Female speech/-NrpfrEGq5w.m4a,Female speech
-NrpfrEGq5w.m4a,normal sounds/Breathing/-NrpfrEGq5w.m4a,Breathing
-NrpfrEGq5w.m4a,normal sounds/Background noise/-NrpfrEGq5w.m4a,Background noise
nig07V-I8os.m4a,normal sounds/Female speech/nig07V-I8os.m4a,Female speech
nig07V-I8os.m4a,normal sounds/Wind noise (microphone)/nig07V-I8os.m4a,Wind noise (microphone)
nig07V-I8os.m4a,normal sounds/Tap/nig07V-I8os.m4a,Tap
Y5qfT4o5mS0.m4a,normal sounds/Female speech/Y5qfT4o5mS0.m4a,Female speech
Y5qfT4o5mS0.m4a,normal sounds/Breathing/Y5qfT4o5mS0.m4a,Breathing
Y5qfT4o5mS0.m4a,normal sounds/Music/Y5qfT4o5mS0.m4a,Music
QIJU0TWSkAo.webm,normal sounds/Female speech/QIJU0TWSkAo.webm,Female speech
QIJU0TWSkAo.webm,normal sounds/Laughter/QIJU0TWSkAo.webm,Laughter
aGal5UgI2Us.webm,normal sounds/Female speech/aGal5UgI2Us.webm,Female speech
aGal5UgI2Us.webm,normal sounds/Breathing/aGal5UgI2Us.webm,Breathing
aGal5UgI2Us.webm,normal sounds/Human voice/aGal5UgI2Us.webm,Human voice
aGal5UgI2Us.webm,normal sounds/Surface contact/aGal5UgI2Us.webm,Surface contact
aGal5UgI2Us.webm,normal sounds/Laughter/aGal5UgI2Us.webm,Laughter
Ma1svQmUmFA.webm,normal sounds/Female speech/Ma1svQmUmFA.webm,Female speech
Ma1svQmUmFA.webm,normal sounds/Tap/Ma1svQmUmFA.webm,Tap
Ma1svQmUmFA.webm,normal sounds/Background noise/Ma1svQmUmFA.webm,Background noise
po4D4oKI3OM.m4a,normal sounds/Female speech/po4D4oKI3OM.m4a,Female speech
po4D4oKI3OM.m4a,normal sounds/Laughter/po4D4oKI3OM.m4a,Laughter
7C0JgdogroE.webm,normal sounds/Female speech/7C0JgdogroE.webm,Female speech
7C0JgdogroE.webm,normal sounds/Human voice/7C0JgdogroE.webm,Human voice
7C0JgdogroE.webm,normal sounds/Child speech/7C0JgdogroE.webm,Child speech
7C0JgdogroE.webm,normal sounds/Tap/7C0JgdogroE.webm,Tap
7C0JgdogroE.webm,normal sounds/Sound effect/7C0JgdogroE.webm,Sound effect
7C0JgdogroE.webm,normal sounds/Music/7C0JgdogroE.webm,Music
Sn-Ys6oYlho.m4a,normal sounds/Female speech/Sn-Ys6oYlho.m4a,Female speech
Sn-Ys6oYlho.m4a,normal sounds/Breathing/Sn-Ys6oYlho.m4a,Breathing
Sn-Ys6oYlho.m4a,normal sounds/Male speech/Sn-Ys6oYlho.m4a,Male speech
Sn-Ys6oYlho.m4a,normal sounds/Laughter/Sn-Ys6oYlho.m4a,Laughter
QhPQARJUe5A.webm,normal sounds/Female speech/QhPQARJUe5A.webm,Female speech
QhPQARJUe5A.webm,normal sounds/Breathing/QhPQARJUe5A.webm,Breathing
QhPQARJUe5A.webm,normal sounds/Laughter/QhPQARJUe5A.webm,Laughter
BXUSLmYqEAs.m4a,normal sounds/Female speech/BXUSLmYqEAs.m4a,Female speech
BXUSLmYqEAs.m4a,normal sounds/Laughter/BXUSLmYqEAs.m4a,Laughter
Aeo9wtKzs3A.webm,normal sounds/Female speech/Aeo9wtKzs3A.webm,Female speech
Aeo9wtKzs3A.webm,normal sounds/Music/Aeo9wtKzs3A.webm,Music
-93C22DxVD4.m4a,normal sounds/Female speech/-93C22DxVD4.m4a,Female speech
-93C22DxVD4.m4a,normal sounds/Background noise/-93C22DxVD4.m4a,Background noise
L8We9FyzWy4.m4a,normal sounds/Female speech/L8We9FyzWy4.m4a,Female speech
L8We9FyzWy4.m4a,normal sounds/Breathing/L8We9FyzWy4.m4a,Breathing
L8We9FyzWy4.m4a,normal sounds/Human voice/L8We9FyzWy4.m4a,Human voice
m3n5yCqXOqw.m4a,normal sounds/Female speech/m3n5yCqXOqw.m4a,Female speech
m3n5yCqXOqw.m4a,normal sounds/Walk/m3n5yCqXOqw.m4a,Walk
m3n5yCqXOqw.m4a,normal sounds/Surface contact/m3n5yCqXOqw.m4a,Surface contact
2dTgytEZgqo.m4a,normal sounds/Female speech/2dTgytEZgqo.m4a,Female speech
2dTgytEZgqo.m4a,normal sounds/Human voice/2dTgytEZgqo.m4a,Human voice
mqt9f-WVMHo.webm,normal sounds/Female speech/mqt9f-WVMHo.webm,Female speech
mqt9f-WVMHo.webm,normal sounds/Music/mqt9f-WVMHo.webm,Music
3VzaSnpKZV0.webm,normal sounds/Female speech/3VzaSnpKZV0.webm,Female speech
3VzaSnpKZV0.webm,normal sounds/Background noise/3VzaSnpKZV0.webm,Background noise
1h4canaanO0.webm,normal sounds/Female speech/1h4canaanO0.webm,Female speech
1h4canaanO0.webm,normal sounds/Male speech/1h4canaanO0.webm,Male speech
Xc7CXbwEfX0.m4a,normal sounds/Female speech/Xc7CXbwEfX0.m4a,Female speech
Xc7CXbwEfX0.m4a,normal sounds/Breathing/Xc7CXbwEfX0.m4a,Breathing
Xc7CXbwEfX0.m4a,normal sounds/Background noise/Xc7CXbwEfX0.m4a,Background noise
IR1QXxD-RNU.webm,normal sounds/Female speech/IR1QXxD-RNU.webm,Female speech
IR1QXxD-RNU.webm,normal sounds/Surface contact/IR1QXxD-RNU.webm,Surface contact
E5JmQ12dovg.m4a,normal sounds/Female speech/E5JmQ12dovg.m4a,Female speech
E5JmQ12dovg.m4a,normal sounds/Breathing/E5JmQ12dovg.m4a,Breathing
E5JmQ12dovg.m4a,normal sounds/Male speech/E5JmQ12dovg.m4a,Male speech
pPt6r7ghUpA.m4a,normal sounds/Female speech/pPt6r7ghUpA.m4a,Female speech
pPt6r7ghUpA.m4a,normal sounds/Tap/pPt6r7ghUpA.m4a,Tap
BAWOY4XilfM.webm,normal sounds/Female speech/BAWOY4XilfM.webm,Female speech
BAWOY4XilfM.webm,normal sounds/Sound effect/BAWOY4XilfM.webm,Sound effect
SJk7IV7e6dc.m4a,normal sounds/Female speech/SJk7IV7e6dc.m4a,Female speech
SJk7IV7e6dc.m4a,normal sounds/Tap/SJk7IV7e6dc.m4a,Tap
KTcjIKCh9c0.m4a,normal sounds/Female speech/KTcjIKCh9c0.m4a,Female speech
KTcjIKCh9c0.m4a,normal sounds/Sound effect/KTcjIKCh9c0.m4a,Sound effect
xYu-hW08w7g.m4a,normal sounds/Female speech/xYu-hW08w7g.m4a,Female speech
xYu-hW08w7g.m4a,normal sounds/Laughter/xYu-hW08w7g.m4a,Laughter
FM1rJBmPXqs.m4a,normal sounds/Female speech/FM1rJBmPXqs.m4a,Female speech
FM1rJBmPXqs.m4a,normal sounds/Child speech/FM1rJBmPXqs.m4a,Child speech
FM1rJBmPXqs.m4a,normal sounds/Tap/FM1rJBmPXqs.m4a,Tap
FM1rJBmPXqs.m4a,normal sounds/Background noise/FM1rJBmPXqs.m4a,Background noise
SWOJldn7JDQ.m4a,normal sounds/Female speech/SWOJldn7JDQ.m4a,Female speech
SWOJldn7JDQ.m4a,normal sounds/Male speech/SWOJldn7JDQ.m4a,Male speech
BXa7JFWCTYw.m4a,normal sounds/Female speech/BXa7JFWCTYw.m4a,Female speech
BXa7JFWCTYw.m4a,normal sounds/Music/BXa7JFWCTYw.m4a,Music
graRj-r4oRA.webm,normal sounds/Female speech/graRj-r4oRA.webm,Female speech
graRj-r4oRA.webm,normal sounds/Laughter/graRj-r4oRA.webm,Laughter
mKvy29iw9pA.webm,normal sounds/Female speech/mKvy29iw9pA.webm,Female speech
mKvy29iw9pA.webm,normal sounds/Background noise/mKvy29iw9pA.webm,Background noise
mKvy29iw9pA.webm,normal sounds/Music/mKvy29iw9pA.webm,Music
m3cYS1CX3tA.webm,normal sounds/Female speech/m3cYS1CX3tA.webm,Female speech
m3cYS1CX3tA.webm,normal sounds/Breathing/m3cYS1CX3tA.webm,Breathing
m3cYS1CX3tA.webm,normal sounds/Male speech/m3cYS1CX3tA.webm,Male speech
m3cYS1CX3tA.webm,normal sounds/Laughter/m3cYS1CX3tA.webm,Laughter
IcJZuXUg-7E.m4a,normal sounds/Female speech/IcJZuXUg-7E.m4a,Female speech
IcJZuXUg-7E.m4a,normal sounds/Music/IcJZuXUg-7E.m4a,Music
-RIXNh-i88E.m4a,normal sounds/Female speech/-RIXNh-i88E.m4a,Female speech
-RIXNh-i88E.m4a,normal sounds/Human voice/-RIXNh-i88E.m4a,Human voice
-RIXNh-i88E.m4a,normal sounds/Tap/-RIXNh-i88E.m4a,Tap
MhfETEv7xn8.webm,normal sounds/Female speech/MhfETEv7xn8.webm,Female speech
MhfETEv7xn8.webm,normal sounds/Male speech/MhfETEv7xn8.webm,Male speech
MhfETEv7xn8.webm,normal sounds/Laughter/MhfETEv7xn8.webm,Laughter
ErldYKSMQ9U.m4a,normal sounds/Female speech/ErldYKSMQ9U.m4a,Female speech
ErldYKSMQ9U.m4a,normal sounds/Bird vocalization/ErldYKSMQ9U.m4a,Bird vocalization
ErldYKSMQ9U.m4a,normal sounds/Background noise/ErldYKSMQ9U.m4a,Background noise
ErldYKSMQ9U.m4a,normal sounds/Music/ErldYKSMQ9U.m4a,Music
DNk3NWnTGyo.m4a,normal sounds/Female speech/DNk3NWnTGyo.m4a,Female speech
DNk3NWnTGyo.m4a,normal sounds/Human voice/DNk3NWnTGyo.m4a,Human voice
DNk3NWnTGyo.m4a,normal sounds/Sound effect/DNk3NWnTGyo.m4a,Sound effect
WZWYbQg3JLg.m4a,normal sounds/Female speech/WZWYbQg3JLg.m4a,Female speech
WZWYbQg3JLg.m4a,normal sounds/Background noise/WZWYbQg3JLg.m4a,Background noise
WZWYbQg3JLg.m4a,normal sounds/Music/WZWYbQg3JLg.m4a,Music
CDKc-ukBobU.m4a,normal sounds/Female speech/CDKc-ukBobU.m4a,Female speech
CDKc-ukBobU.m4a,normal sounds/Breathing/CDKc-ukBobU.m4a,Breathing
CDKc-ukBobU.m4a,normal sounds/Human voice/CDKc-ukBobU.m4a,Human voice
CDKc-ukBobU.m4a,normal sounds/Tap/CDKc-ukBobU.m4a,Tap
CDKc-ukBobU.m4a,normal sounds/Laughter/CDKc-ukBobU.m4a,Laughter
77JvW-b2ZS4.m4a,normal sounds/Female speech/77JvW-b2ZS4.m4a,Female speech
77JvW-b2ZS4.m4a,normal sounds/Human voice/77JvW-b2ZS4.m4a,Human voice
77JvW-b2ZS4.m4a,normal sounds/Background noise/77JvW-b2ZS4.m4a,Background noise
77JvW-b2ZS4.m4a,normal sounds/Music/77JvW-b2ZS4.m4a,Music
75Ib9IJkvOo.m4a,normal sounds/Female speech/75Ib9IJkvOo.m4a,Female speech
75Ib9IJkvOo.m4a,normal sounds/Background noise/75Ib9IJkvOo.m4a,Background noise
aTx3WdlTrSU.webm,normal sounds/Female speech/aTx3WdlTrSU.webm,Female speech
aTx3WdlTrSU.webm,normal sounds/Surface contact/aTx3WdlTrSU.webm,Surface contact
aTx3WdlTrSU.webm,normal sounds/Music/aTx3WdlTrSU.webm,Music
TdxMRrCvrNQ.m4a,normal sounds/Female speech/TdxMRrCvrNQ.m4a,Female speech
TdxMRrCvrNQ.m4a,normal sounds/Walk/TdxMRrCvrNQ.m4a,Walk
-9Pgd6Ruqz4.webm,normal sounds/Female speech/-9Pgd6Ruqz4.webm,Female speech
-9Pgd6Ruqz4.webm,normal sounds/Breathing/-9Pgd6Ruqz4.webm,Breathing
7XwWyr1Bw9g.m4a,normal sounds/Female speech/7XwWyr1Bw9g.m4a,Female speech
7XwWyr1Bw9g.m4a,normal sounds/Breathing/7XwWyr1Bw9g.m4a,Breathing
7XwWyr1Bw9g.m4a,normal sounds/Human voice/7XwWyr1Bw9g.m4a,Human voice
7XwWyr1Bw9g.m4a,normal sounds/Background noise/7XwWyr1Bw9g.m4a,Background noise
jSBQeIdU8MI.m4a,normal sounds/Female speech/jSBQeIdU8MI.m4a,Female speech
jSBQeIdU8MI.m4a,normal sounds/Laughter/jSBQeIdU8MI.m4a,Laughter
E238JDlNWHY.m4a,normal sounds/Female speech/E238JDlNWHY.m4a,Female speech
E238JDlNWHY.m4a,normal sounds/Human voice/E238JDlNWHY.m4a,Human voice
3r8zgkmCGxQ.webm,normal sounds/Female speech/3r8zgkmCGxQ.webm,Female speech
3r8zgkmCGxQ.webm,normal sounds/Human voice/3r8zgkmCGxQ.webm,Human voice
3r8zgkmCGxQ.webm,normal sounds/Laughter/3r8zgkmCGxQ.webm,Laughter
r3Bfjt85JKk.m4a,normal sounds/Female speech/r3Bfjt85JKk.m4a,Female speech
r3Bfjt85JKk.m4a,normal sounds/Breathing/r3Bfjt85JKk.m4a,Breathing
0P7iRbAcShQ.webm,normal sounds/Female speech/0P7iRbAcShQ.webm,Female speech
0P7iRbAcShQ.webm,normal sounds/Breathing/0P7iRbAcShQ.webm,Breathing
0P7iRbAcShQ.webm,normal sounds/Wind noise (microphone)/0P7iRbAcShQ.webm,Wind noise (microphone)
RZ5nxwKOh0A.webm,normal sounds/Female speech/RZ5nxwKOh0A.webm,Female speech
RZ5nxwKOh0A.webm,normal sounds/Laughter/RZ5nxwKOh0A.webm,Laughter
31QF1Iv4Vtg.m4a,normal sounds/Female speech/31QF1Iv4Vtg.m4a,Female speech
31QF1Iv4Vtg.m4a,normal sounds/Walk/31QF1Iv4Vtg.m4a,Walk
31QF1Iv4Vtg.m4a,normal sounds/Background noise/31QF1Iv4Vtg.m4a,Background noise
eI3uFgRVFuI.webm,normal sounds/Female speech/eI3uFgRVFuI.webm,Female speech
eI3uFgRVFuI.webm,normal sounds/Bird vocalization/eI3uFgRVFuI.webm,Bird vocalization
eI3uFgRVFuI.webm,normal sounds/Breathing/eI3uFgRVFuI.webm,Breathing
eI3uFgRVFuI.webm,normal sounds/Human voice/eI3uFgRVFuI.webm,Human voice
eI3uFgRVFuI.webm,normal sounds/Sound effect/eI3uFgRVFuI.webm,Sound effect
4ORDsLKN8Uk.m4a,normal sounds/Female speech/4ORDsLKN8Uk.m4a,Female speech
4ORDsLKN8Uk.m4a,normal sounds/Breathing/4ORDsLKN8Uk.m4a,Breathing
4ORDsLKN8Uk.m4a,normal sounds/Music/4ORDsLKN8Uk.m4a,Music
wdiCTV-uXUc.m4a,normal sounds/Female speech/wdiCTV-uXUc.m4a,Female speech
wdiCTV-uXUc.m4a,normal sounds/Background noise/wdiCTV-uXUc.m4a,Background noise
3Hq7p0ZINfw.m4a,normal sounds/Female speech/3Hq7p0ZINfw.m4a,Female speech
3Hq7p0ZINfw.m4a,normal sounds/Bird vocalization/3Hq7p0ZINfw.m4a,Bird vocalization
sW30VsOMP1U.m4a,normal sounds/Female speech/sW30VsOMP1U.m4a,Female speech
sW30VsOMP1U.m4a,normal sounds/Laughter/sW30VsOMP1U.m4a,Laughter
EoLGqPGbjWY.m4a,normal sounds/Female speech/EoLGqPGbjWY.m4a,Female speech
EoLGqPGbjWY.m4a,normal sounds/Background noise/EoLGqPGbjWY.m4a,Background noise
7GvM1ZhcbdY.m4a,normal sounds/Female speech/7GvM1ZhcbdY.m4a,Female speech
7GvM1ZhcbdY.m4a,normal sounds/Breathing/7GvM1ZhcbdY.m4a,Breathing
7GvM1ZhcbdY.m4a,normal sounds/Laughter/7GvM1ZhcbdY.m4a,Laughter
7GvM1ZhcbdY.m4a,normal sounds/Music/7GvM1ZhcbdY.m4a,Music
UdDgy6nuxyM.m4a,normal sounds/Female speech/UdDgy6nuxyM.m4a,Female speech
UdDgy6nuxyM.m4a,normal sounds/Music/UdDgy6nuxyM.m4a,Music
XPDT8hrVbuo.m4a,normal sounds/Female speech/XPDT8hrVbuo.m4a,Female speech
XPDT8hrVbuo.m4a,normal sounds/Breathing/XPDT8hrVbuo.m4a,Breathing
XPDT8hrVbuo.m4a,normal sounds/Music/XPDT8hrVbuo.m4a,Music
M11YxMdZlas.m4a,normal sounds/Female speech/M11YxMdZlas.m4a,Female speech
M11YxMdZlas.m4a,normal sounds/Tap/M11YxMdZlas.m4a,Tap
ez00jCcmjd0.m4a,normal sounds/Female speech/ez00jCcmjd0.m4a,Female speech
ez00jCcmjd0.m4a,normal sounds/Sound effect/ez00jCcmjd0.m4a,Sound effect
ez00jCcmjd0.m4a,normal sounds/Background noise/ez00jCcmjd0.m4a,Background noise
Y4Q2gZybG90.webm,normal sounds/Female speech/Y4Q2gZybG90.webm,Female speech
Y4Q2gZybG90.webm,normal sounds/Human voice/Y4Q2gZybG90.webm,Human voice
Y4Q2gZybG90.webm,normal sounds/Child speech/Y4Q2gZybG90.webm,Child speech
Y4Q2gZybG90.webm,normal sounds/Male speech/Y4Q2gZybG90.webm,Male speech
Y4Q2gZybG90.webm,normal sounds/Laughter/Y4Q2gZybG90.webm,Laughter
7buU4AOGWKo.webm,normal sounds/Female speech/7buU4AOGWKo.webm,Female speech
7buU4AOGWKo.webm,normal sounds/Background noise/7buU4AOGWKo.webm,Background noise
V03A9dzHZfA.webm,normal sounds/Female speech/V03A9dzHZfA.webm,Female speech
V03A9dzHZfA.webm,normal sounds/Human voice/V03A9dzHZfA.webm,Human voice
V03A9dzHZfA.webm,normal sounds/Laughter/V03A9dzHZfA.webm,Laughter
6QvnraeakOU.m4a,normal sounds/Female speech/6QvnraeakOU.m4a,Female speech
6QvnraeakOU.m4a,normal sounds/Male speech/6QvnraeakOU.m4a,Male speech
6QvnraeakOU.m4a,normal sounds/Background noise/6QvnraeakOU.m4a,Background noise
6QvnraeakOU.m4a,normal sounds/Laughter/6QvnraeakOU.m4a,Laughter
o2kvrUvx-ZA.webm,normal sounds/Female speech/o2kvrUvx-ZA.webm,Female speech
o2kvrUvx-ZA.webm,normal sounds/Human voice/o2kvrUvx-ZA.webm,Human voice
-ebDbertWAU.m4a,normal sounds/Female speech/-ebDbertWAU.m4a,Female speech
-ebDbertWAU.m4a,normal sounds/Music/-ebDbertWAU.m4a,Music
9iTDuguqL00.m4a,normal sounds/Female speech/9iTDuguqL00.m4a,Female speech
9iTDuguqL00.m4a,normal sounds/Tap/9iTDuguqL00.m4a,Tap
xYH9fc5j0HY.webm,normal sounds/Female speech/xYH9fc5j0HY.webm,Female speech
xYH9fc5j0HY.webm,normal sounds/Human voice/xYH9fc5j0HY.webm,Human voice
xYH9fc5j0HY.webm,normal sounds/Music/xYH9fc5j0HY.webm,Music
gvsh7R1Hd8Y.webm,normal sounds/Female speech/gvsh7R1Hd8Y.webm,Female speech
gvsh7R1Hd8Y.webm,normal sounds/Background noise/gvsh7R1Hd8Y.webm,Background noise
5H9owqriaOk.m4a,normal sounds/Female speech/5H9owqriaOk.m4a,Female speech
5H9owqriaOk.m4a,normal sounds/Breathing/5H9owqriaOk.m4a,Breathing
FQ8dPVTiXfQ.m4a,normal sounds/Female speech/FQ8dPVTiXfQ.m4a,Female speech
FQ8dPVTiXfQ.m4a,normal sounds/Tap/FQ8dPVTiXfQ.m4a,Tap
CGsXwxhXwNI.webm,normal sounds/Female speech/CGsXwxhXwNI.webm,Female speech
CGsXwxhXwNI.webm,normal sounds/Background noise/CGsXwxhXwNI.webm,Background noise
snyf0Qmcmzg.m4a,normal sounds/Female speech/snyf0Qmcmzg.m4a,Female speech
snyf0Qmcmzg.m4a,normal sounds/Breathing/snyf0Qmcmzg.m4a,Breathing
snyf0Qmcmzg.m4a,normal sounds/Background noise/snyf0Qmcmzg.m4a,Background noise
snyf0Qmcmzg.m4a,normal sounds/Laughter/snyf0Qmcmzg.m4a,Laughter
YQ-SQL55MTU.webm,normal sounds/Female speech/YQ-SQL55MTU.webm,Female speech
YQ-SQL55MTU.webm,normal sounds/Tap/YQ-SQL55MTU.webm,Tap
ViE5OmQVP1c.m4a,normal sounds/Female speech/ViE5OmQVP1c.m4a,Female speech
ViE5OmQVP1c.m4a,normal sounds/Background noise/ViE5OmQVP1c.m4a,Background noise
34tFSQOsrvo.m4a,normal sounds/Female speech/34tFSQOsrvo.m4a,Female speech
34tFSQOsrvo.m4a,normal sounds/Human voice/34tFSQOsrvo.m4a,Human voice
34tFSQOsrvo.m4a,normal sounds/Walk/34tFSQOsrvo.m4a,Walk
34tFSQOsrvo.m4a,normal sounds/Background noise/34tFSQOsrvo.m4a,Background noise
34tFSQOsrvo.m4a,normal sounds/Laughter/34tFSQOsrvo.m4a,Laughter
01rkoRX8L8M.m4a,normal sounds/Female speech/01rkoRX8L8M.m4a,Female speech
01rkoRX8L8M.m4a,normal sounds/Breathing/01rkoRX8L8M.m4a,Breathing
yYJksgsxx5U.m4a,normal sounds/Female speech/yYJksgsxx5U.m4a,Female speech
yYJksgsxx5U.m4a,normal sounds/Breathing/yYJksgsxx5U.m4a,Breathing
yYJksgsxx5U.m4a,normal sounds/Music/yYJksgsxx5U.m4a,Music
2BeNIMOEuFc.m4a,normal sounds/Female speech/2BeNIMOEuFc.m4a,Female speech
2BeNIMOEuFc.m4a,normal sounds/Sound effect/2BeNIMOEuFc.m4a,Sound effect
H9XQWASXblo.m4a,normal sounds/Female speech/H9XQWASXblo.m4a,Female speech
H9XQWASXblo.m4a,normal sounds/Wind noise (microphone)/H9XQWASXblo.m4a,Wind noise (microphone)
845Zjsbezrg.m4a,normal sounds/Female speech/845Zjsbezrg.m4a,Female speech
845Zjsbezrg.m4a,normal sounds/Music/845Zjsbezrg.m4a,Music
CAHcK5LpxJY.m4a,normal sounds/Female speech/CAHcK5LpxJY.m4a,Female speech
CAHcK5LpxJY.m4a,normal sounds/Human voice/CAHcK5LpxJY.m4a,Human voice
5m4fTZ7MKjs.webm,normal sounds/Female speech/5m4fTZ7MKjs.webm,Female speech
5m4fTZ7MKjs.webm,normal sounds/Breathing/5m4fTZ7MKjs.webm,Breathing
OMFDLnBcM4c.m4a,normal sounds/Female speech/OMFDLnBcM4c.m4a,Female speech
OMFDLnBcM4c.m4a,normal sounds/Breathing/OMFDLnBcM4c.m4a,Breathing
0PWLf2cAkU8.m4a,normal sounds/Female speech/0PWLf2cAkU8.m4a,Female speech
0PWLf2cAkU8.m4a,normal sounds/Wind noise (microphone)/0PWLf2cAkU8.m4a,Wind noise (microphone)
0PWLf2cAkU8.m4a,normal sounds/Child speech/0PWLf2cAkU8.m4a,Child speech
0PWLf2cAkU8.m4a,normal sounds/Laughter/0PWLf2cAkU8.m4a,Laughter
2dsezkN4udk.m4a,normal sounds/Female speech/2dsezkN4udk.m4a,Female speech
2dsezkN4udk.m4a,normal sounds/Breathing/2dsezkN4udk.m4a,Breathing
2dsezkN4udk.m4a,normal sounds/Background noise/2dsezkN4udk.m4a,Background noise
ImzapxcL2LM.m4a,normal sounds/Female speech/ImzapxcL2LM.m4a,Female speech
ImzapxcL2LM.m4a,normal sounds/Human voice/ImzapxcL2LM.m4a,Human voice
ImzapxcL2LM.m4a,normal sounds/Child speech/ImzapxcL2LM.m4a,Child speech
ImzapxcL2LM.m4a,normal sounds/Background noise/ImzapxcL2LM.m4a,Background noise
i3sBWPykZjk.webm,normal sounds/Female speech/i3sBWPykZjk.webm,Female speech
i3sBWPykZjk.webm,normal sounds/Background noise/i3sBWPykZjk.webm,Background noise
pgf7KIrlTYw.m4a,normal sounds/Female speech/pgf7KIrlTYw.m4a,Female speech
pgf7KIrlTYw.m4a,normal sounds/Breathing/pgf7KIrlTYw.m4a,Breathing
pgf7KIrlTYw.m4a,normal sounds/Laughter/pgf7KIrlTYw.m4a,Laughter
HLzYhQ8Gbmk.webm,normal sounds/Female speech/HLzYhQ8Gbmk.webm,Female speech
HLzYhQ8Gbmk.webm,normal sounds/Human voice/HLzYhQ8Gbmk.webm,Human voice
HLzYhQ8Gbmk.webm,normal sounds/Sound effect/HLzYhQ8Gbmk.webm,Sound effect
vMeYhhC5sEA.m4a,normal sounds/Female speech/vMeYhhC5sEA.m4a,Female speech
vMeYhhC5sEA.m4a,normal sounds/Tap/vMeYhhC5sEA.m4a,Tap
vMeYhhC5sEA.m4a,normal sounds/Background noise/vMeYhhC5sEA.m4a,Background noise
G1C24eq7Lbs.m4a,normal sounds/Female speech/G1C24eq7Lbs.m4a,Female speech
G1C24eq7Lbs.m4a,normal sounds/Breathing/G1C24eq7Lbs.m4a,Breathing
pqLFB5hNelU.m4a,normal sounds/Female speech/pqLFB5hNelU.m4a,Female speech
pqLFB5hNelU.m4a,normal sounds/Male speech/pqLFB5hNelU.m4a,Male speech
